amt,distance,city_pop,trans_hour,trans_dayofweek,trans_month,is_night,age,fraud_probability,flag
37.16,74.96751783056187,2523,23,5,10,0,31.59753593429158,0.0014438137,0
135.51,87.20418947712132,932,7,0,9,0,-35.19507186858316,0.0009045756,0
22.19,99.37380901290894,153,12,5,6,0,-42.70773442847365,0.006236455,0
66.52,115.93464748473416,673342,4,5,2,1,-26.691307323750856,0.0009823036,0
71.54,111.06730013758711,391389,3,3,3,1,24.930869267624914,0.0059467517,0
46.13,98.84099932005938,10717,2,5,3,1,-33.5605749486653,0.00018156502,0
53.64,98.64923174361708,242,17,4,12,0,32.38603696098563,0.0005332451,0
4.5,72.16234390333258,79613,13,5,2,0,41.229295003422315,4.265772e-05,0
127.08,116.72926939833381,2208,6,5,10,0,-41.894592744695416,0.0029279317,0
7.86,111.95865089482294,1679,14,1,2,0,32.76386036960986,0.00027526863,0
75.0,21.344888818416806,269,0,4,2,1,-43.75633127994524,0.0007977366,0
182.86,67.38279098057609,34882,4,0,10,1,-51.49075975359343,0.0011560434,0
38.81,84.23225968494994,1102,0,3,1,1,29.489390828199863,0.0006969367,0
186.71,57.8556439348463,17867,13,3,12,0,21.409993155373034,0.0024300572,0
9.61,102.31998211605628,337,20,6,7,0,-34.99520876112252,5.7489695e-05,0
3.7,47.08313165293492,73,20,1,11,0,-15.208761122518823,2.1389984e-05,0
54.55,81.28150469352994,3119,12,4,6,0,-22.803559206023273,0.00047809214,0
328.2,76.45874836250971,3202,16,2,8,0,21.44558521560575,0.002575008,0
179.33,73.55163203443044,5895,6,3,8,0,-55.87132101300479,0.0038576408,0
42.91,61.71544012618567,47249,13,5,6,0,38.57905544147844,0.00045571322,0
107.03,82.5268505397587,564,18,6,12,0,23.718001368925393,0.00038443317,0
54.14,26.103766696001433,1132,2,4,1,1,-41.059548254620125,0.0013781099,0
191.32,120.6416239506088,12747,17,0,8,0,32.251882272416154,0.02032684,0
6.44,83.12333910389728,1909,3,6,6,1,-35.16495550992471,0.0006147739,0
2.09,78.5483777435199,32891,23,0,7,0,32.39698836413415,0.00040965804,0
11.59,44.78644416561851,105549,19,0,7,0,-54.171115674195754,6.887299e-05,0
3.71,115.01032630628397,736284,20,5,10,0,-32.473648186173854,4.939932e-05,0
15.88,74.6098579341212,74,0,6,11,1,-24.528405201916495,0.89181536,0
44.39,44.657163281785564,888,13,0,3,0,31.93702943189596,9.434461e-05,0
65.82,65.43753249690226,1263321,1,3,10,1,-55.53456536618754,2.3272036e-05,0
70.93,58.52868851619577,1126,20,0,2,0,39.49897330595483,0.0012577663,0
32.87,71.90011984902594,128715,3,1,9,1,24.27652292950034,0.0009551175,0
62.18,95.94340398720685,2526,16,5,11,0,-50.95140314852841,0.0034804295,0
6.96,113.18517891968976,409656,17,3,3,0,33.190965092402465,0.00058679335,0
462.11,88.72403938318715,5354,3,0,2,1,-46.18754277891855,0.027110625,0
40.96,84.55341364950452,888,10,3,10,0,31.600273785078713,5.5040753e-05,0
40.34,119.90494513314982,320420,19,0,2,0,-55.46885694729637,0.00013831079,0
59.46,37.91406811089161,1078,18,6,12,0,30.22861054072553,0.0009923644,0
2.95,111.40744509398155,4172,23,6,6,0,-42.74058863791923,0.06771641,0
9.51,90.2494267803114,1412,20,5,6,0,-51.45242984257358,0.00024707735,0
7.91,107.62972921805883,149,17,0,6,0,40.988364134154686,0.011524787,0
5.07,56.883799584668104,19685,15,5,11,0,34.913073237508556,8.573061e-05,0
9.94,7.061531151503176,11751,22,6,12,0,-44.13141683778234,0.44780827,0
56.45,115.98172071496296,1478,18,1,10,0,-45.53319644079398,0.0012103821,0
83.71,27.146789019816165,5875,21,0,3,0,26.60917180013689,0.0007178789,0
11.01,55.31797820610407,104,3,0,9,1,30.12183436002738,0.0031464682,0
132.27,19.8709631211668,298,2,6,10,1,-43.48528405201917,0.0011721288,0
45.55,97.78189444225947,759,19,6,4,0,-37.91649555099247,0.00074216654,0
275.97,96.77434850966905,2401,12,4,6,0,-52.53661875427789,0.00786305,0
4.25,85.3758178354383,43,19,3,12,0,-29.793292265571527,5.8981153e-05,0
65.96,129.65181969466798,338,22,5,5,0,30.803559206023273,0.00031608745,0
61.42,31.419823479052273,76,2,5,2,1,-35.200547570157426,0.00036590087,0
94.07,108.50666309595316,38912,10,5,7,0,-42.28336755646817,0.0006950711,0
7.03,36.19642224412008,6284,3,4,10,1,-16.459958932238195,0.0021919736,0
24.52,85.70557943168392,391389,21,2,3,0,24.908966461327857,0.7655916,0
81.97,97.59379928717625,795,12,5,6,0,33.16632443531827,0.0011934822,0
12.49,98.10583803376231,2317,21,0,2,0,-44.53388090349076,0.00023176773,0
74.81,118.74194277743182,1102,18,5,8,0,30.127310061601644,0.0002857971,0
77.13,93.66400735862406,3766,11,1,5,0,35.26351813826147,0.00013708601,0
65.71,65.42146631525678,1312,1,6,3,1,-35.917864476386036,0.0005125229,0
47.45,91.1594073720441,832,13,2,7,0,32.16153319644079,0.0009327653,0
6.8,91.3001414008388,18408,16,0,7,0,-53.02943189596167,0.0066613606,0
108.66,46.38468326557731,888,8,4,6,0,31.2580424366872,0.00011479679,0
6.67,67.01702215826877,391389,21,6,1,0,24.747433264887064,0.00023645327,0
42.65,103.35755507984412,579,5,5,2,1,-26.77618069815195,0.0006741285,0
148.36,48.30457073388575,17867,15,3,8,0,21.00752908966461,0.00051978155,0
15.03,97.45767685383548,22191,19,6,6,0,24.84873374401095,0.00028567313,0
58.37,84.70802281632153,606,10,0,10,0,22.078028747433265,0.00016993705,0
52.57,45.774627145621906,145,11,4,4,0,-20.577686516084874,0.0031420488,0
32.35,54.083272691079664,11751,22,6,3,0,-44.936344969199176,0.005525794,0
5.56,38.620155393072515,111,22,0,7,0,19.066392881587955,0.003542135,0
52.06,133.35025210608234,123,16,3,4,0,-53.790554414784395,0.013134837,0
52.68,116.45056451226706,2263,5,1,2,1,34.39561943874059,0.0003984187,0
44.8,69.31968472443346,589,5,4,8,1,-26.368240930869266,0.00039920246,0
39.15,58.19429643673697,5512,4,5,10,1,39.58932238193019,0.00014686897,0
3.64,85.57259491757935,2836,14,1,2,0,34.209445585215605,1.5440035e-05,0
3.28,85.45257172846632,13973,9,0,3,0,37.84531143052703,0.0010712775,0
423.95,112.29391364054763,2376,10,3,5,0,-53.91101984941821,0.0032409057,0
7.15,77.83181228405786,1583,19,6,5,0,19.852156057494867,0.0004008802,0
48.91,67.425955827677,1684,18,4,3,0,25.037645448323065,0.117341645,0
1.3,59.05811495901792,1666,23,1,4,0,-49.210130047912386,0.00062390516,0
23.78,107.55941609324174,736284,23,2,7,0,-32.71184120465435,0.13098513,0
72.77,107.61817563341856,47,20,1,6,0,-31.76454483230664,0.0006816608,0
34.26,52.78491295120488,864,1,5,8,1,-22.732375085557837,0.00021451352,0
64.71,41.51894814150788,118,13,5,4,0,-38.60369609856263,0.0011591978,0
47.38,102.07130918783956,2457,4,5,11,1,38.74058863791923,0.0015689596,0
93.2,61.52453235227856,11250,6,0,3,0,41.54688569472964,0.00010508219,0
15.77,64.64121931396222,493,10,0,2,0,-21.607118412046542,0.016495291,0
39.57,103.82441599877465,271,12,4,11,0,-52.4435318275154,0.001157111,0
4.56,43.86783332278216,271,20,0,11,0,-52.39698836413415,0.0003701658,0
15.51,32.975601767098034,111,22,5,6,0,19.02258726899384,0.008703992,0
9.4,85.18276494385901,230,14,0,12,0,22.34633812457221,0.002228364,0
201.25,76.30928173697623,4056,3,1,7,1,29.037645448323065,0.0081552,0
1.47,127.0771759788341,1131,5,5,5,1,-40.016427104722794,0.0012640662,0
88.58,69.87418411748628,1140,1,3,12,1,33.516769336071185,0.00070131605,0
66.57,56.10885475596982,4508,5,0,2,1,-29.182751540041068,0.0001859596,0
90.03,67.17808134790032,177,12,2,2,0,-54.275154004106774,0.00084797246,0
57.37,2.5999188991215916,94325,0,5,2,1,31.44147843942505,0.00017577322,0
4.92,75.47892829435268,8019,17,1,1,0,-8.46817248459959,0.001662537,0
26.67,72.96454949567375,1412,23,2,7,0,-51.3264887063655,0.0009436669,0
3.36,83.06685715109391,331,13,0,12,0,-30.65571526351814,0.00053895,0
207.06,133.7467364482766,722,15,6,7,0,28.71457905544148,0.0009803761,0
5.4,79.48109165039695,3402,23,1,10,0,-8.02464065708419,0.0042945794,0
33.16,90.60987218416791,15647,16,3,2,0,-38.82546201232033,0.00039351423,0
5.3,72.09317002374448,191096,11,2,1,0,-45.25941136208077,0.001699298,0
126.23,48.92651387702711,7987,12,4,11,0,-44.29568788501027,0.11370988,0
75.99,77.14958624958338,1791,14,2,3,0,-46.390143737166326,0.00032618133,0
59.14,92.75414141403962,46563,23,0,10,0,-50.87200547570158,0.0014157244,0
74.7,92.56928818555777,19090,10,3,9,0,-9.713894592744696,0.00034508292,0
56.79,27.05311888393275,140,8,2,9,0,29.908281998631075,3.78203e-05,0
101.45,118.1232700707107,5161,21,6,6,0,26.187542778918548,0.00058115064,0
156.56,85.19511040801963,464,0,0,12,1,-39.44695414099932,0.0015640454,0
25.36,19.821163368856944,922,17,5,10,0,-52.99931553730322,0.0018594345,0
73.18,76.11267591634636,1087,6,5,12,0,-43.56194387405886,0.00053942075,0
7.35,83.51112606016241,20328,18,5,12,0,34.46406570841889,0.0009497277,0
51.99,86.91824767921105,1126,10,5,4,0,-36.2299794661191,0.0030153308,0
6.97,28.31596682134448,105549,21,4,5,0,-54.332648870636554,6.831933e-05,0
3.37,81.9038873853256,76383,12,5,12,0,34.71321013004791,9.455461e-06,0
68.03,57.952547867619955,1925,20,6,12,0,-46.168377823408626,0.0025649802,0
92.09,73.81056011186067,76383,9,1,12,0,34.72142368240931,0.00010092032,0
47.69,85.57844691076374,4508,6,0,8,0,-29.700205338809035,0.00018023359,0
42.72,122.19617535098745,76,14,3,12,0,-35.397672826830934,8.5688356e-05,0
102.62,92.31424490946218,910148,15,6,3,0,-56.668035592060235,0.0045399894,0
9.28,21.865284084853865,5901,22,3,11,0,-52.67624914442163,0.0026740117,0
45.43,66.46351328069258,71463,17,2,10,0,30.663928815879533,0.00034855207,0
46.34,93.34625845036959,76383,15,0,12,0,34.7378507871321,3.950327e-05,0
13.11,73.7988128433486,518429,22,4,8,0,23.86858316221766,0.0026093,0
61.53,99.8619774203302,7430,20,0,6,0,-35.57563312799452,6.02872e-05,0
1.7,42.805247300827034,68211,19,3,6,0,-21.880903490759753,0.00035995772,0
62.43,127.39786489948537,28425,23,5,11,0,19.474332648870636,0.00028044215,0
7.67,75.80585175514695,46,22,4,12,0,32.67898699520876,0.000979507,0
28.9,11.850869116187082,1850,15,0,9,0,-44.26557152635181,0.0014634341,0
63.19,53.69310924142392,2368,1,0,9,1,30.146475017111566,0.00032254352,0
7.71,45.839624606681014,1420,0,4,1,1,-46.85284052019165,0.00081667665,0
53.24,55.63995736334575,5791,5,0,5,1,-40.36413415468857,5.1794614e-05,0
41.38,22.13815560732147,341043,6,1,3,0,31.00889801505818,0.0002696704,0
206.38,16.168612050616968,6951,9,4,11,0,34.4476386036961,0.0006459133,0
51.16,71.90130739695113,2971,21,6,5,0,-28.89801505817933,0.0013973694,0
159.29,88.63721456036693,1302,14,2,5,0,42.60917180013689,0.0004537239,0
2.09,4.221776179388149,71463,3,1,1,1,30.910335386721425,4.4071483e-05,0
7.27,92.57868951179272,54767,15,6,12,0,32.42984257357974,0.0001106001,0
3.64,100.47465349733582,2971,10,6,4,0,-29.013004791238878,6.213369e-05,0
23.09,26.672888830897186,35371,12,6,8,0,30.95687885010267,0.001333918,0
5.61,74.93630706468016,1241364,0,0,5,1,-40.82135523613963,0.0023388704,0
114.19,14.690829039848024,54287,15,2,11,0,-52.878850102669404,8.477991e-05,0
75.26,46.36270721655806,99,14,5,12,0,33.69472963723477,7.566028e-05,0
23.86,101.82535906554449,467,18,5,7,0,-30.872005475701574,0.018118167,0
18.85,38.32034529902915,153,15,0,4,0,-42.79808350444901,0.173544,0
24.16,101.44401007827521,242,12,5,6,0,31.928815879534564,0.0009852232,0
68.88,78.97382701385432,1078,4,2,2,1,-33.374401095140314,0.00038559886,0
2.84,112.61742379728305,94014,20,0,12,0,34.35728952772074,5.4906773e-06,0
6.79,104.80627114750614,11432,15,6,10,0,33.516769336071185,0.007155922,0
211.21,51.55077354556399,3776,19,6,1,0,42.33538672142368,0.00039685282,0
485.29,49.642065585067215,565,19,6,3,0,41.51129363449692,0.0006683532,0
215.03,41.44318539532705,1526206,6,5,6,0,34.48870636550308,0.000597388,0
17.24,56.66271552675444,459921,10,3,6,0,-41.02395619438741,0.038734548,0
86.16,91.51247564809294,639,23,5,7,0,36.92813141683778,0.00973479,0
453.8,48.69667206053804,198,17,6,8,0,40.772073921971256,0.0009950935,0
108.18,61.38520073766988,111,16,2,8,0,19.148528405201915,0.004393671,0
52.49,78.94210367785256,6284,22,6,2,0,-17.086926762491444,0.0041633705,0
41.06,97.17221815325003,581,13,3,2,0,-47.93429158110883,0.0012730896,0
51.99,105.4062186983143,5161,23,0,11,0,26.573579739904176,0.031564165,0
55.11,73.58934036905615,6951,17,2,11,0,34.44216290212184,0.00024793585,0
10.0,82.53612693716431,3699,7,6,9,0,-28.980150581793293,0.0002488009,0
4.21,110.94719178877949,1679,22,6,4,0,32.969199178644764,0.000656406,0
20.58,42.10874944078892,841711,14,2,12,0,-43.331964407939765,0.0010470349,0
9.56,131.04757142830175,190178,23,1,8,0,-53.596167008898014,0.049679738,0
79.32,66.3848674144536,134056,2,0,1,1,38.69678302532512,0.0013717734,0
2.29,100.83071679294416,1517,11,6,6,0,-32.39698836413415,5.6954494e-05,0
3.38,125.9799358941294,103927,7,0,8,0,-42.874743326488705,2.8302173e-05,0
5.73,79.57306565419636,1925,17,0,7,0,-46.625598904859686,0.0025761654,0
434.13,126.73505335826549,413574,11,6,3,0,-49.295003422313485,0.6843097,0
52.05,106.496320795105,71463,16,6,6,0,30.310746064339494,0.00014409641,0
80.73,103.41489962705612,241,10,6,11,0,-54.96235455167693,0.00017273404,0
28.3,33.22756227514982,765,19,0,12,0,-52.4517453798768,0.00096322247,0
32.48,93.58995950660935,349,9,4,11,0,40.87063655030801,0.0009789887,0
11.52,49.396446092497285,11250,16,4,11,0,42.26694045174538,0.00020974284,0
84.61,122.93150295009572,21125,16,6,1,0,33.65639972621492,5.6463137e-05,0
98.12,65.11783436941208,1526206,15,6,12,0,34.913073237508556,5.3667554e-05,0
37.34,20.168014691122202,239,1,6,4,1,-37.05133470225873,0.0008452128,0
3.13,64.7168440783639,1892,0,2,7,1,-36.6652977412731,4.887251e-05,0
31.88,122.99809909500495,47772,13,4,10,0,-46.21492128678987,0.002288462,0
22.13,83.7368857259989,647,1,0,5,1,31.64681724845996,0.0139723485,0
104.29,59.922326873098264,722,4,0,12,1,29.196440793976727,0.00049982796,0
143.27,106.72040143051557,50835,12,6,11,0,33.75770020533881,0.00030808477,0
121.76,73.49586871044566,804,9,1,2,0,-46.11362080766598,0.00049394526,0
57.81,107.8436589744961,5507,23,6,2,0,-53.445585215605746,0.001817041,0
57.99,97.17165160641517,286,9,4,9,0,30.51334702258727,0.00029263733,0
142.78,108.56433616487443,471,11,6,3,0,-22.036960985626283,0.0011939667,0
8.11,18.65878037571453,3688,13,6,4,0,31.50444900752909,0.007975878,0
44.87,96.09146330771215,91,3,1,2,1,-43.74537987679671,0.0022640948,0
70.99,109.81395085109108,9993,5,0,2,1,-43.63860369609856,0.00077098055,0
5.55,124.38926022538726,343,23,1,1,0,-53.15537303216975,0.00035102438,0
26.18,90.90100787832786,75830,14,1,12,0,-55.04996577686516,0.00024124177,0
3.0,58.14853528995852,42384,18,6,5,0,26.365503080082135,3.4644625e-05,0
64.48,110.44783986259516,878,18,3,11,0,-55.0362765229295,0.00040882107,0
24.47,108.91774191264402,135332,10,2,11,0,-16.35318275154004,0.011046747,0
45.87,72.71146295467652,1645,21,0,10,0,43.611225188227245,0.00092389423,0
7.75,55.20007685004582,2644,17,6,9,0,38.65023956194388,0.5104712,0
134.72,107.70552156163598,602,3,5,12,1,-34.562628336755644,0.0009655397,0
27.01,118.64328769815488,3223,17,2,8,0,-34.83915126625599,6.060284e-05,0
32.74,112.1421147717268,640470,19,0,4,0,-47.19233401779603,0.00046537872,0
56.69,44.31375679890852,172247,13,6,4,0,39.49623545516769,0.00013149504,0
18.51,96.71672451513426,888,22,3,5,0,31.140314852840522,0.042698413,0
19.29,133.49622284277808,3688,13,5,9,0,31.865845311430526,0.079692475,0
89.54,40.042487057701365,67082,10,6,6,0,-43.61396303901437,0.00032786644,0
12.31,53.99897276641306,54185,18,6,3,0,26.28062970568104,0.0007994594,0
70.36,90.06606210057046,5512,11,1,5,0,39.13757700205339,0.00010423271,0
36.28,104.3823944919332,17867,19,5,1,0,20.49555099247091,0.0007233694,0
44.53,94.04640414404301,1089,0,3,7,1,-52.33127994524298,0.001360352,0
7.71,51.778565862693334,70,18,4,8,0,-36.813141683778234,0.00023435513,0
69.06,117.46353105156344,2916,20,0,1,0,-15.457905544147843,0.0010147507,0
72.16,63.906844523690516,1725,15,0,6,0,-55.507186858316224,0.00062533835,0
97.9,94.5702620416075,864,19,5,12,0,-22.368240930869266,0.0029588817,0
9.83,51.082331798445956,19408,21,3,5,0,25.675564681724847,0.008669717,0
6.33,94.9670619326388,6025,23,0,9,0,24.40246406570842,0.005450019,0
93.88,67.77126611023144,67082,22,1,2,0,-49.927446954141,0.18103287,0
99.94,95.0141928718369,17047,21,6,7,0,-15.526351813826146,0.00014693523,0
134.42,59.46241834068291,2526,12,0,2,0,-50.75427789185489,0.00048157555,0
52.01,46.27963700301315,399,8,2,11,0,42.5242984257358,0.001531154,0
42.44,68.06254363124646,19685,21,1,12,0,35.017111567419576,0.0001299199,0
47.59,105.00094792490638,3279,22,5,2,0,40.38603696098563,0.00033779873,0
40.25,80.6071676043724,899,8,3,7,0,-48.1368925393566,0.00016253063,0
49.22,46.147995390386185,4474,9,1,7,0,43.4798083504449,0.0001423071,0
7.14,82.94676362540362,163415,16,4,2,0,14.146475017111568,0.0028490953,0
111.57,45.82201955427367,5791,3,5,12,1,-39.794661190965094,0.00090575934,0
30.83,107.18591849374887,509,13,1,9,0,38.98425735797399,0.00126055,0
63.45,96.75479244193173,13422,10,3,6,0,-42.24503764544832,0.00024969538,0
67.14,72.46243078320748,489,4,5,11,1,-36.79397672826831,0.00017613899,0
1.45,131.3670903411546,272,23,1,8,0,18.143737166324435,0.00030307422,0
62.69,67.48991659053006,927396,8,6,7,0,-40.643394934976044,0.00019567955,0
53.32,27.33273574738094,34882,3,6,7,1,-51.800136892539356,0.00073742226,0
119.11,88.91699132630215,2206,10,4,7,0,32.5284052019165,0.00079076405,0
108.07,53.13967709144084,477,10,6,6,0,31.148528405201915,0.0007229921,0
68.07,112.63455161636128,4290,21,5,12,0,30.028747433264886,0.00055775646,0
60.5,52.86670872370151,276896,7,4,8,0,22.4476386036961,0.0002277048,0
48.27,16.865193626760917,3833,4,0,2,1,-51.619438740588635,0.0020674919,0
181.66,85.77915116719487,757530,19,5,7,0,40.2217659137577,0.0015526357,0
118.19,93.74768816294304,2092,23,5,8,0,-42.74058863791923,0.9635673,1
3.92,19.964898000916065,725,19,5,8,0,-53.26488706365503,1.8072233e-05,0
5.1,108.67139587212984,1412,23,0,9,0,-51.17864476386037,0.00667986,0
114.43,74.8258908366943,1680,5,3,5,1,42.390143737166326,0.00065081683,0
1.41,100.64790828024732,1228,19,1,5,0,29.21286789869952,5.2210624e-05,0
50.74,110.62809967035732,31394,10,5,5,0,22.510609171800137,0.0005256209,0
148.89,106.93364504151411,1165,19,0,9,0,-25.155373032169745,0.0043858835,0
85.81,86.5477973452045,105549,14,5,7,0,-54.195756331279945,0.000120190336,0
28.17,12.043780851729833,606,23,0,6,0,30.795345653661876,0.00049887743,0
125.1,68.4130136902706,21134,13,6,3,0,35.04722792607803,0.00020976344,0
3.12,36.9003386117403,518429,19,4,3,0,23.408624229979466,5.7754827e-05,0
21.35,102.15854557595476,128715,18,5,8,0,24.249144421629023,0.0050028255,0
121.0,125.76149241652624,1791,5,4,1,1,-45.52224503764545,0.001515344,0
6.16,41.282413653742736,7565,2,0,9,1,-32.49555099247091,0.0005825404,0
127.25,98.65024853874168,972,12,6,3,0,21.357973990417523,0.007431499,0
55.29,71.53161338264043,3805,0,0,5,1,-31.304585900068446,3.8149756e-05,0
60.89,122.06129096530717,16305,3,6,11,1,-7.51813826146475,0.00092485204,0
14.66,104.10279791862747,9521,19,6,12,0,42.13552361396304,5.7346348e-05,0
2.04,9.194520433814489,6508,13,3,9,0,38.24229979466119,5.1664923e-05,0
2.27,89.41114549816449,43102,1,3,12,1,-30.940451745379878,2.9112938e-05,0
114.91,91.43490251186624,37,23,6,10,0,-38.182067077344286,0.0027419562,0
115.93,109.09868230077576,744,22,6,10,0,-48.31211498973306,0.0070376224,0
66.82,96.95813456621053,1102,13,2,7,0,30.06160164271047,0.00313631,0
88.02,95.93256727294676,601723,8,0,8,0,-50.899383983572896,9.939526e-05,0
76.59,112.63798996625258,1577385,1,1,8,1,-41.74948665297741,0.0014377759,0
162.22,30.32267361779834,673342,12,2,3,0,-50.71047227926078,0.0021614651,0
152.37,78.49611585924657,186140,12,4,4,0,36.153319644079396,0.0004407686,0
4.71,54.13361572312776,302,16,4,11,0,-53.42915811088296,0.0017165828,0
333.34,119.91026110321647,969,2,6,6,1,-34.51882272416153,0.99895346,1
35.14,105.57810657949808,686,2,6,5,1,38.76249144421629,0.0008884116,0
84.48,93.95104517081177,137067,3,6,5,1,-32.525667351129364,0.001070701,0
206.61,88.00001696381759,13717,14,3,8,0,-30.275154004106778,0.001429273,0
17.34,66.01716225085625,48194,20,6,7,0,29.177275838466805,0.0072713126,0
129.52,85.48290044038336,765,14,5,7,0,-52.89801505817933,0.00083507155,0
10.49,92.33278941686213,2471,19,0,11,0,-46.157426420260094,0.004193545,0
347.27,71.69863117692177,233717,7,2,8,0,-46.732375085557834,0.09365301,0
3.15,74.0527150809576,606,14,5,12,0,31.26899383983573,9.925179e-06,0
9.98,99.66837282364666,7322,1,5,10,1,-28.57494866529774,0.9992631,1
5.61,84.68137461978958,718,22,2,12,0,34.71047227926078,0.0006782612,0
73.76,99.16975152508516,969,13,6,3,0,-33.84804928131417,0.00012820939,0
289.53,90.30914221016836,3032,3,5,6,1,-45.16906228610541,0.002621421,0
9.09,44.37424370275737,1939,14,6,1,0,-46.96235455167693,0.07684927,0
99.0,77.42466994673694,100,23,6,7,0,-54.757015742642025,0.02208323,0
7.6,21.082000690905346,54767,22,5,8,0,32.02464065708419,0.0014818106,0
20.88,71.98748251064642,1970,20,5,1,0,34.35728952772074,0.007023532,0
6.39,31.39058021562727,35439,20,4,11,0,34.64476386036961,0.00039175618,0
92.48,45.61075308033044,50489,12,1,6,0,35.29911019849418,0.00041274147,0
91.96,78.55608123940648,635,3,4,2,1,-54.42573579739904,0.00424819,0
73.82,67.94199944232254,47772,19,6,9,0,-46.32443531827516,0.0010151786,0
45.8,81.36233610331753,198,9,6,8,0,-39.63586584531143,0.00038119341,0
183.25,81.68963817590253,42817,7,3,1,0,37.59890485968515,0.0014041542,0
1.45,55.895129774952714,156391,1,4,5,1,-48.772073921971256,2.1367781e-05,0
542.25,90.99820018749779,143,14,0,8,0,37.51403148528405,0.003606724,0
116.92,85.90900925010067,307,18,6,6,0,-11.178644763860369,0.00030133373,0
27.82,78.17809868782456,3833,2,6,3,1,-51.58384668035592,0.00065691257,0
4.46,66.09806219829102,341043,16,3,6,0,30.286105407255306,0.00012090024,0
42.58,119.56568351012825,158701,22,0,12,0,41.79876796714579,0.00038489501,0
43.39,106.82883121839643,9051,7,6,10,0,36.780287474332646,0.0003003631,0
6.47,76.28568043063376,139,8,3,5,0,-35.044490075290895,0.00044947115,0
21.17,77.62941637330896,343,14,4,3,0,-51.997262149212865,0.35665154,0
47.35,68.46039706612679,633,8,1,10,0,-7.939767282683094,0.0014335376,0
6.98,8.721197106233943,7297,13,1,1,0,28.470910335386723,0.00065894827,0
59.44,80.59299759780129,516,22,0,5,0,-47.08829568788501,0.0010630423,0
93.47,66.97994886885044,78968,5,6,6,1,-48.616016427104725,0.00014534305,0
109.75,95.87290182871027,355,4,0,8,1,-35.85215605749487,0.00032345808,0
51.94,54.319815032251014,4354,7,5,1,0,24.922655715263517,0.0020410798,0
347.91,63.728821883905674,18128,5,5,8,1,28.79397672826831,0.9965204,1
7.73,49.76288571937519,16183,17,6,12,0,42.3025325119781,0.0012876347,0
3.49,115.42099862906485,11250,20,5,11,0,42.21218343600274,5.85239e-06,0
43.26,89.86007594030147,1089,7,1,2,0,-51.723477070499655,0.001463381,0
6.88,105.47804922048803,258,11,5,1,0,-23.906913073237508,0.00043777633,0
71.13,121.12652503891469,4542,4,5,8,1,21.374401095140314,0.00010825964,0
7.99,117.7785722166172,5507,22,5,1,0,-53.52498288843258,0.13621604,0
27.53,53.116879118770996,291,10,5,8,0,28.334017796030118,0.000641281,0
108.67,54.9471007828283,928,1,5,7,1,34.20396988364134,0.0019476125,0
80.6,107.28908833861473,31515,10,6,3,0,-52.63791923340178,8.000976e-05,0
51.83,79.3226289766374,324,20,1,11,0,43.44695414099932,0.0007586599,0
63.6,108.1542014149193,863,1,2,2,1,-53.44832306639288,0.0013725824,0
55.94,75.25165971879345,163415,3,5,2,1,14.11088295687885,0.0015181394,0
20.29,83.79990961182598,568,21,6,12,0,-49.568788501026695,0.021455059,0
72.51,85.89043987380846,4090,20,5,3,0,41.998631074606436,2.1003218e-05,0
5.19,83.09820400968664,5732,13,5,2,0,-26.844626967830255,0.0014919768,0
63.69,61.225854598166265,341043,3,3,3,1,30.05612594113621,0.0008273019,0
1.52,68.11796599849471,1847,18,5,3,0,30.403832991101986,3.5084215e-06,0
48.93,137.88815984620408,338,9,4,8,0,31.030800821355236,0.00039253372,0
66.58,66.03968435731903,1271,11,3,5,0,-39.285420944558524,0.00037156144,0
146.67,103.13392840532,267,14,5,12,0,14.8911704312115,0.0009697626,0
3.77,88.3465324096652,14783,3,0,12,1,-35.87405886379192,1.7919185e-05,0
83.87,79.8495925761511,4005,3,0,6,1,-25.763175906913073,0.0004531343,0
81.87,98.52131157375291,372,15,1,11,0,24.317590691307323,0.00021236125,0
7.46,110.44681397403168,341043,17,0,9,0,30.584531143052704,0.0026188865,0
69.05,44.020770856463656,331,18,0,2,0,-30.54072553045859,9.6775395e-05,0
9.23,99.41857681333488,151785,13,3,6,0,-54.789869952087614,0.000805624,0
63.97,89.13933974003862,2566,9,5,7,0,-38.97330595482546,0.00017509359,0
147.77,43.513937674538546,370,0,0,12,1,-42.12457221081451,0.0013141574,0
43.69,98.23292229578524,3096,18,5,11,0,-55.93976728268309,5.013851e-05,0
31.75,86.51845283791029,1493,14,5,11,0,34.63655030800821,0.00083884335,0
149.46,91.4278253041913,1583,13,0,12,0,20.487337440109513,0.00549977,0
67.88,93.54374959362939,1979,16,0,11,0,-50.31622176591376,0.0021913135,0
2.48,103.61388776920575,899,20,3,4,0,-48.38603696098563,7.851782e-05,0
6.65,87.42091662984316,45100,13,6,12,0,26.119096509240247,5.9050213e-05,0
38.7,25.973275250924207,489,15,5,3,0,-37.4839151266256,0.0011771943,0
35.58,41.14478722711604,4290,15,0,12,0,30.034223134839152,0.0005856926,0
78.98,69.03256718659988,1789,1,5,1,1,36.89801505817933,0.00021835923,0
6.69,104.35794616701963,817312,12,2,12,0,15.770020533880903,0.00025067863,0
3.84,124.1894346110771,551,13,5,4,0,-51.47707049965777,0.0011376673,0
76.53,96.9290327248596,2807,9,2,4,0,-11.797399041752225,0.00034736004,0
130.45,53.91210157679452,5507,18,5,8,0,-53.98494182067078,0.0008960988,0
